PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_q,Embarked_s,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
21,0,2,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,-0.12293496395240078,True,False,True,False,False,False,False,False,False,False,True
22,1,2,0.36757102662486957,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,True,False,False,False,False,False
23,1,3,-1.061327440073581,-0.47454519624983954,-0.4736736092984604,-0.5457747797553149,False,True,False,False,False,False,False,False,False,False,True
24,1,1,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,0.10059310659135261,True,False,True,False,False,False,False,False,False,False,False
25,0,3,-1.5877637172782733,2.2474704895351842,0.7676298785983874,-0.23881662157639924,False,False,True,False,False,False,False,False,False,False,True
26,1,3,0.6683917564561223,0.4327933656785018,5.73284383018578,0.003828981316490934,False,False,True,False,False,False,False,False,False,False,True
27,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5646970191586081,True,False,False,False,False,False,False,False,False,False,True
28,0,1,-0.7605067102423282,2.2474704895351842,2.0089333664952354,5.124238728242953,True,False,True,False,True,False,False,False,False,False,False
29,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5493041703428477,False,True,False,False,False,False,False,False,False,False,True
30,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
31,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.08244579513222278,True,False,False,False,False,False,False,False,False,False,True
32,1,1,0.4427762090826827,0.4327933656785018,-0.4736736092984604,2.7128315501938722,False,False,False,True,False,False,False,False,False,False,False
33,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
34,0,2,2.7741368652748912,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
35,0,1,-0.08366006812200955,0.4327933656785018,-0.4736736092984604,1.1987229881422372,True,False,False,False,False,False,False,False,False,False,True
36,0,1,0.969212486287375,0.4327933656785018,-0.4736736092984604,0.4888260712199769,True,False,True,False,False,False,False,False,False,False,True
37,1,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5645981962221572,True,False,False,False,False,False,False,False,False,False,True
38,0,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
39,0,3,-0.8357118927001413,1.340131927606843,-0.4736736092984604,-0.3111691286208247,False,False,True,False,False,False,False,False,False,False,True
40,1,3,-1.136532622531394,0.4327933656785018,-0.4736736092984604,-0.4701869980056509,False,False,False,False,False,False,False,False,False,False,True
41,0,3,0.8188021213717487,0.4327933656785018,-0.4736736092984604,-0.511756160345614,False,False,True,False,False,False,False,False,False,False,True
42,0,2,-0.15886525057982273,0.4327933656785018,-0.4736736092984604,-0.2405813168701657,False,False,True,False,False,False,False,False,False,False,True
43,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,False,False,False,False,False,False,False,False,True
44,1,2,-1.9637896295673392,0.4327933656785018,2.0089333664952354,0.24363224832288793,False,False,False,False,False,False,False,False,False,False,True
45,1,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.5493041703428477,False,True,False,False,False,False,False,False,False,False,True
46,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
47,0,3,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.36999230507970715,True,True,False,False,False,False,False,False,False,False,True
48,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
49,0,3,-0.3092756154954491,1.340131927606843,-0.4736736092984604,-0.22460023628981649,True,False,False,False,False,False,False,False,False,False,True
50,0,3,-0.8357118927001413,0.4327933656785018,-0.4736736092984604,-0.3158749827375353,False,False,True,False,False,False,False,False,False,False,True
51,0,3,-1.6629688997360863,3.1548090514635256,0.7676298785983874,0.19912192715998075,True,False,True,False,False,False,False,False,False,False,True
52,0,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.5511676885730651,True,False,True,False,False,False,False,False,False,False,True
53,1,1,1.4956487634920672,0.4327933656785018,-0.4736736092984604,1.0706861093347755,False,False,False,False,False,True,False,False,False,False,False
54,1,2,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,-0.12293496395240078,False,False,True,False,False,False,False,False,False,False,True
55,0,1,2.6989316828170784,-0.47454519624983954,0.7676298785983874,0.7236293682273689,True,False,False,True,False,False,False,False,False,False,False
56,1,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,0.10059310659135261,True,False,True,False,True,False,False,False,False,False,False
57,1,2,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,False,False,True,False,False,False,False,False,False,False,True
58,0,3,-0.04605747689310296,-0.47454519624983954,-0.4736736092984604,-0.5645981962221572,True,False,False,False,False,False,False,False,False,False,True
59,1,2,-1.8133792646517128,0.4327933656785018,2.0089333664952354,-0.08175874043118304,False,False,True,False,False,False,False,False,False,False,True
60,0,3,-1.3621481699048337,4.0621476133918675,2.0089333664952354,0.36882679124385664,True,False,True,False,False,False,False,False,False,False,True
61,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5645981962221572,True,False,False,False,False,False,False,False,False,False,True
62,1,1,0.6683917564561223,-0.47454519624983954,-0.4736736092984604,1.1476456475594605,False,False,True,True,False,False,False,False,False,False,False
63,0,1,1.1948280336608146,0.4327933656785018,-0.4736736092984604,1.229409862837307,True,False,True,False,True,False,False,False,False,False,False
64,0,3,-1.8885844471095259,2.2474704895351842,2.0089333664952354,-0.07822934984365013,True,False,True,False,False,False,False,False,False,False,True
65,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.08244579513222278,True,False,False,False,False,False,False,False,False,False,True
66,1,3,-0.3092756154954491,0.4327933656785018,0.7676298785983874,-0.3759734456620463,True,False,False,False,False,False,False,False,False,False,True
67,1,2,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,False,False,True,False,False,False,False,True,False,False,False
68,0,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.5427371509229781,True,False,True,False,False,False,False,False,False,False,True
69,1,3,-0.9109170751579546,3.1548090514635256,2.0089333664952354,-0.548226529750121,False,False,True,False,False,False,False,False,False,False,True
70,0,3,-0.23407043303763592,1.340131927606843,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True
71,0,2,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True
72,0,3,-0.9861222576157678,4.0621476133918675,2.0089333664952354,0.36882679124385664,False,False,True,False,False,False,False,False,False,False,True
73,0,2,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,0.994705388766366,True,False,True,False,False,False,False,False,False,False,True
74,0,3,-0.23407043303763592,0.4327933656785018,-0.4736736092984604,-0.3945992162559869,True,False,False,False,False,False,False,False,False,False,True
75,1,3,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,0.5946089659095145,True,False,True,False,False,False,False,False,False,False,True
76,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5546970791605981,True,False,True,False,False,False,False,True,False,False,False
77,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
78,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
79,1,2,-2.126984875500794,-0.47454519624983954,2.0089333664952354,-0.052347152201741805,True,False,True,False,False,False,False,False,False,False,True
80,1,3,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.44116834859495496,False,False,True,False,False,False,False,False,False,False,True
81,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5229325638728015,True,False,True,False,False,False,False,False,False,False,True
82,1,3,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True
83,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5514618044553596,False,True,False,False,False,False,False,False,False,False,True
84,0,1,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,0.3735326453605673,True,False,True,False,False,False,False,False,False,False,True
85,1,2,-0.9109170751579546,-0.47454519624983954,-0.4736736092984604,-0.4876386579974721,False,False,True,False,False,False,False,False,False,False,True
86,1,3,0.29236584416705635,2.2474704895351842,-0.4736736092984604,-0.3617570603754636,False,False,True,False,False,False,False,False,False,False,True
87,0,3,-0.9861222576157678,0.4327933656785018,3.250236854392083,0.0741226771848555,True,False,True,False,False,False,False,False,False,False,True
88,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
89,1,1,-0.45968598041107545,2.2474704895351842,2.0089333664952354,5.124238728242953,False,False,True,False,True,False,False,False,False,False,False
90,0,3,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
91,0,3,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
92,0,3,-0.685301527784515,-0.47454519624983954,-0.4736736092984604,-0.5498924021074366,True,False,True,False,False,False,False,False,False,False,True
93,0,1,1.2700332161186279,0.4327933656785018,-0.4736736092984604,0.7047071288240755,True,False,True,False,False,False,True,False,False,False,False
94,0,3,-0.23407043303763592,0.4327933656785018,2.0089333664952354,-0.25058125686817573,True,False,True,False,False,False,False,False,False,False,True
95,0,3,2.2477005880701992,-0.47454519624983954,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True
96,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
97,0,1,3.1501627775639576,-0.47454519624983954,-0.4736736092984604,0.08069204953178356,True,False,False,False,False,False,False,False,False,False,False
98,1,1,-0.45968598041107545,-0.47454519624983954,0.7676298785983874,0.7560785852891467,True,False,False,False,False,True,False,False,False,False,False
99,1,2,0.36757102662486957,-0.47454519624983954,0.7676298785983874,-0.19352277570305973,False,False,True,False,False,False,False,False,False,False,True
100,0,2,0.36757102662486957,0.4327933656785018,-0.4736736092984604,-0.12293496395240078,True,False,True,False,False,False,False,False,False,False,True
101,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,False,False,True,False,False,False,False,False,False,False,True
102,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
103,0,1,-0.6100963453267019,-0.47454519624983954,0.7676298785983874,1.083822501101573,True,False,True,False,False,True,False,False,False,False,False
104,0,3,0.29236584416705635,-0.47454519624983954,-0.4736736092984604,-0.5310689856405942,True,False,True,False,False,False,False,False,False,False,True
105,0,3,0.5931865739983091,1.340131927606843,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
106,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
107,1,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.5546970791605981,False,False,True,False,False,False,False,False,False,False,True
108,1,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True
109,0,3,0.6683917564561223,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
110,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.16646411453197382,False,True,False,False,False,False,False,False,False,False,True
111,0,1,1.345238398576441,-0.47454519624983954,-0.4736736092984604,0.4888260712199769,True,False,True,False,True,False,False,False,False,False,False
112,0,3,-1.0989300313024875,0.4327933656785018,-0.4736736092984604,-0.3945992162559869,False,False,False,False,False,False,False,False,False,False,True
113,0,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
114,0,3,-0.685301527784515,0.4327933656785018,-0.4736736092984604,-0.5035209156413704,False,False,True,False,False,False,False,False,False,False,True
115,0,3,-0.9109170751579546,-0.47454519624983954,-0.4736736092984604,-0.39450274624659437,False,False,False,False,False,False,False,False,False,False,True
116,0,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
117,0,3,3.1125601863350507,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True
118,0,2,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,-0.2405813168701657,True,False,True,False,False,False,False,False,False,False,True
119,0,1,-0.3844807979532623,-0.47454519624983954,0.7676298785983874,5.089287879132724,True,False,False,True,False,False,False,False,False,False,False
120,0,3,-2.038994812025152,3.1548090514635256,2.0089333664952354,0.0011819383758412065,False,False,True,False,False,False,False,False,False,False,True
121,0,2,-0.6100963453267019,1.340131927606843,-0.4736736092984604,0.994705388766366,True,False,True,False,False,False,False,False,False,False,True
122,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
123,0,2,0.2547632529381498,0.4327933656785018,-0.4736736092984604,-0.027152009260873307,True,False,False,False,False,False,False,False,False,False,True
124,1,2,0.2547632529381498,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,True,False,False,False,False
125,0,1,1.8716746757811333,-0.47454519624983954,0.7676298785983874,1.083822501101573,True,False,True,False,False,True,False,False,False,False,False
126,1,3,-1.2869429874470204,0.4327933656785018,-0.4736736092984604,-0.4701869980056509,True,False,False,False,False,False,False,False,False,False,True
127,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True
128,1,3,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.5666570073982181,True,False,True,False,False,False,False,False,False,False,True
129,1,3,-0.5724937540977952,0.4327933656785018,0.7676298785983874,-0.20862150863652568,False,False,False,False,False,False,False,True,False,False,False
130,0,3,1.1948280336608146,-0.47454519624983954,-0.4736736092984604,-0.5705793368044965,True,False,True,False,False,False,False,False,False,False,True
131,0,3,0.29236584416705635,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,False,False,False,False,False,False,False,False,True
132,0,3,-0.685301527784515,-0.47454519624983954,-0.4736736092984604,-0.5688146415107299,True,False,True,False,False,False,False,False,False,False,True
133,0,3,1.345238398576441,0.4327933656785018,-0.4736736092984604,-0.3935215756632601,False,False,True,False,False,False,False,False,False,False,True
134,1,2,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,-0.12293496395240078,False,False,True,False,False,False,False,False,False,False,True
135,0,2,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
136,0,2,-0.45968598041107545,-0.47454519624983954,-0.4736736092984604,-0.3806792997787569,True,False,False,False,False,False,False,False,False,False,True
137,1,1,-0.7605067102423282,-0.47454519624983954,2.0089333664952354,-0.1162691215960802,False,False,True,False,False,True,False,False,False,False,False
138,0,1,0.5931865739983091,0.4327933656785018,-0.4736736092984604,0.5147082688618853,True,False,True,False,True,False,False,False,False,False,False
139,0,3,-0.9861222576157678,-0.47454519624983954,-0.4736736092984604,-0.5178337709373456,True,False,True,False,False,False,False,False,False,False,True
140,0,1,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,1.1288222310926181,True,False,False,True,False,False,False,False,False,False,False
141,0,3,-0.5724937540977952,-0.47454519624983954,2.0089333664952354,-0.3759734456620463,False,False,False,False,False,False,False,False,False,False,True
142,1,3,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,False,True,False,False,False,False,False,False,False,True
143,1,3,-0.3844807979532623,0.4327933656785018,-0.4736736092984604,-0.3617570603754636,False,False,True,False,False,False,False,False,False,False,True
144,0,3,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.5758734226857958,True,True,False,False,False,False,False,False,False,False,True
145,0,2,-0.8357118927001413,-0.47454519624983954,-0.4736736092984604,-0.4641093874139191,True,False,True,False,False,False,False,False,False,False,True
146,0,2,-0.7605067102423282,0.4327933656785018,0.7676298785983874,0.13000469482079385,True,False,True,False,False,False,False,False,False,False,True
147,1,3,-0.15886525057982273,-0.47454519624983954,-0.4736736092984604,-0.5512665115095161,True,False,True,False,False,False,False,False,False,False,True
148,0,3,-1.51255853482046,1.340131927606843,2.0089333664952354,0.0741226771848555,False,False,True,False,False,False,False,False,False,False,True
149,0,2,0.5555839827694025,-0.47454519624983954,2.0089333664952354,-0.12293496395240078,True,False,True,False,False,False,False,True,False,False,False
150,0,2,0.969212486287375,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
151,0,2,1.6460591284076938,-0.47454519624983954,-0.4736736092984604,-0.43999188506577724,True,False,True,False,False,False,False,False,False,False,True
152,1,1,-0.5348911628688886,0.4327933656785018,-0.4736736092984604,0.8323534217398503,False,False,True,False,True,False,False,False,False,False,False
153,0,3,1.984482449467853,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
154,0,3,0.8564047126006552,-0.47454519624983954,2.0089333664952354,-0.3935215756632601,True,False,True,False,False,False,False,False,False,False,True
155,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5626382079825473,True,False,True,False,False,False,False,False,False,False,True
156,0,1,1.6460591284076938,-0.47454519624983954,0.7676298785983874,0.7095118058772371,True,False,False,False,False,False,False,False,False,False,True
157,1,3,-0.9861222576157678,-0.47454519624983954,-0.4736736092984604,-0.5527370909209881,False,True,False,False,False,False,False,False,False,False,True
158,0,3,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
159,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True
160,0,3,-0.3092756154954491,6.784163299176891,2.0089333664952354,0.9017647699613317,True,False,True,False,False,False,False,False,False,False,True
161,0,3,1.1196228512030013,-0.47454519624983954,0.7676298785983874,-0.3558747427295753,True,False,True,False,False,False,False,False,False,False,True
162,1,2,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.3641099874338189,False,False,True,False,False,False,False,False,False,False,True
163,0,3,-0.23407043303763592,-0.47454519624983954,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True
164,0,3,-0.9109170751579546,-0.47454519624983954,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True
165,0,3,-2.1141999944829655,3.1548090514635256,0.7676298785983874,0.19912192715998075,True,False,True,False,False,False,False,False,False,False,True
166,1,3,-1.51255853482046,-0.47454519624983954,2.0089333664952354,-0.2517577203973534,True,False,True,False,False,False,False,False,False,False,True
167,1,1,0.4427762090826827,-0.47454519624983954,0.7676298785983874,0.5594138829706359,False,False,True,False,False,False,True,False,False,False,False
168,0,3,1.1948280336608146,0.4327933656785018,4.491540342288931,-0.07822934984365013,False,False,True,False,False,False,False,False,False,False,True
169,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.12469965924616723,True,False,True,False,False,False,False,False,False,False,True
170,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,0.5946089659095145,True,False,True,False,False,False,False,False,False,False,True
171,0,1,2.3981109529858253,-0.47454519624983954,-0.4736736092984604,0.05353456542424664,True,False,True,True,False,False,False,False,False,False,False
172,0,3,-1.8885844471095259,3.1548090514635256,0.7676298785983874,-0.04940599337879768,True,True,False,False,False,False,False,False,False,False,True
173,1,3,-2.1141999944829655,0.4327933656785018,0.7676298785983874,-0.47273757093690794,False,False,True,False,False,False,False,False,False,False,True
174,0,3,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True
175,0,1,2.0220850406967594,-0.47454519624983954,-0.4736736092984604,-0.012446215146152687,True,False,False,False,False,False,False,False,False,False,False
176,0,3,-0.8357118927001413,0.4327933656785018,0.7676298785983874,-0.5498924021074366,True,False,True,False,False,False,False,False,False,False,True
177,0,3,-0.3092756154954491,2.2474704895351842,0.7676298785983874,-0.1354831239546096,True,False,True,False,False,False,False,False,False,False,True
178,0,1,1.5708539459498805,-0.47454519624983954,-0.4736736092984604,-0.05911181749451332,False,False,False,False,True,False,False,False,False,False,False
179,0,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
180,0,3,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.7346959991247785,True,False,True,False,False,False,False,False,False,False,True
181,0,3,-0.5724937540977952,6.784163299176891,2.0089333664952354,0.9017647699613317,False,False,True,False,False,False,False,False,False,False,True
182,0,2,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.38058047684230595,True,False,False,False,False,False,False,False,False,False,True
183,0,3,-1.51255853482046,3.1548090514635256,2.0089333664952354,0.003828981316490934,True,False,True,False,False,False,False,False,False,False,True
184,1,2,-2.1141999944829655,1.340131927606843,0.7676298785983874,0.18294555363378806,True,False,True,False,False,False,False,True,False,False,False
185,1,3,-1.8885844471095259,-0.47454519624983954,2.0089333664952354,-0.21646381452202393,False,False,True,False,False,False,False,False,False,False,True
186,0,1,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,0.44176753005287095,True,False,True,False,False,False,False,False,False,False,False
187,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.36999230507970715,False,True,False,False,False,False,False,False,False,False,True
188,1,1,1.1948280336608146,-0.47454519624983954,-0.4736736092984604,-0.10999386513144661,True,False,True,False,False,False,False,False,False,False,True
189,0,3,0.8188021213717487,0.4327933656785018,0.7676298785983874,-0.36999230507970715,True,True,False,False,False,False,False,False,False,False,True
190,0,3,0.5179813915404959,-0.47454519624983954,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True
191,1,2,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True
192,0,2,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True
193,1,3,-0.7605067102423282,0.4327933656785018,-0.4736736092984604,-0.5498924021074366,False,False,True,False,False,False,False,False,False,False,True
194,1,2,-1.9637896295673392,0.4327933656785018,0.7676298785983874,-0.12293496395240078,True,False,True,False,False,False,False,True,False,False,False
195,1,1,1.1196228512030013,-0.47454519624983954,-0.4736736092984604,-0.08244579513222278,False,False,False,True,False,False,False,False,False,False,False
196,1,1,2.172495405612386,-0.47454519624983954,-0.4736736092984604,2.7128315501938722,False,False,False,True,False,False,False,False,False,False,False
197,0,3,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True
198,0,3,0.969212486287375,-0.47454519624983954,0.7676298785983874,-0.5369513032864824,True,False,True,False,False,False,False,False,False,False,True
199,1,3,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.5523441521022427,False,True,False,False,False,False,False,False,False,False,True
200,0,2,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,False,False,False,False,True
201,0,3,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True
202,0,3,-0.3092756154954491,6.784163299176891,2.0089333664952354,0.9017647699613317,True,False,True,False,False,False,False,False,False,False,True
203,0,3,0.36757102662486957,-0.47454519624983954,-0.4736736092984604,-0.581854563268135,True,False,True,False,False,False,False,False,False,False,True
204,0,3,1.2324306248897212,-0.47454519624983954,-0.4736736092984604,-0.5646970191586081,True,False,False,False,False,False,False,False,False,False,True
205,1,3,-0.8357118927001413,-0.47454519624983954,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True
206,0,3,-2.038994812025152,-0.47454519624983954,0.7676298785983874,-0.48852100564435524,False,False,True,False,False,False,False,False,True,False,False
207,0,3,0.2171606617092432,0.4327933656785018,-0.4736736092984604,-0.3617570603754636,True,False,True,False,False,False,False,False,False,False,True
